amenity,lat,lon,name,tags,timestamp,address,city
library,49.2808807,-123.0501855,Hastings Branch,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'addr:housenumber': '2674', 'website': 'https://www.vpl.ca/location/hastings-branch', 'opening_hours': 'Tu,We 10:00-21:00; Th-Sa 10:00-18:00; Su 13:00-17:00', 'addr:street': 'East Hastings Street', 'operator': 'Vancouver Public Library', 'addr:city': 'Vancouver'}",2019-09-02T22:08:25.000-07:00,"{'amenity': 'Hastings Branch', 'house_number': '2674', 'road': 'East Hastings Street', 'neighbourhood': 'Hastings-Sunrise', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
library,49.07493710000001,-122.6684308,Brookswood Library,"{'addr:housenumber': '20045', 'website': 'https://fvrl.bibliocommons.com/locations/BW', 'internet_access': 'wlan', 'phone': '+1-604-534-7055', 'opening_hours': 'Mo-Tu 10:00-20:00; We-Sa 10:00-17:00; Su closed', 'name:en': 'Brookswood Library', 'addr:street': '40 Avenue', 'addr:postcode': 'V3A 2W2', 'operator': 'Fraser Valley Regional Library', 'addr:city': 'Langley'}",2019-09-02T22:08:25.000-07:00,"{'building': 'Brookswood Mall', 'road': '200B Street', 'city_district': 'Brookswood-Fernridge', 'city': 'Township of Langley', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3A 2Y5', 'country': 'Canada', 'country_code': 'ca'}",Township of Langley
library,49.0285295,-122.2833678,UFV Library,"{'opening_hours:url': 'http://www.ufv.ca/library/library-hours', 'website': 'https://www.ufv.ca/library', 'phone': '+1-604-854-4545'}",2019-02-19T07:35:29.000-08:00,"{'amenity': 'UFV Library', 'house_number': '33844', 'road': 'King Road', 'neighbourhood': 'UDistrict', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2S 7P8', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
library,49.1355227,-122.3035316,Mission Library,"{'addr:housenumber': '33247', 'website': 'https://fvrl.bibliocommons.com/locations/MI', 'internet_access': 'wlan', 'phone': '+1-604-826-6610', 'opening_hours': 'Mo-Th 10:00-21:00; Fr-Sa 10:00-17:00; Su 13:00-17:00; PH off', 'addr:street': '2nd Avenue', 'operator': 'Fraser Valley Regional Library', 'addr:city': 'Mission'}",2019-09-13T13:56:58.000-07:00,"{'amenity': 'Mission Library', 'house_number': '33247', 'road': '2nd Avenue', 'town': 'Mission', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2V 1G0', 'country': 'Canada', 'country_code': 'ca'}",Null
library,49.281056,-123.1000064,VPL Carnegie Branch,"{'addr:housenumber': '401', 'website': 'https://www.vpl.ca/location/carnegie-branch', 'internet_access': 'wlan', 'opening_hours': 'PH Mo-Su 10:00-22:00', 'addr:street': 'Main Street', 'addr:postcode': 'V3L 2K3', 'operator': 'Vancouver Public Library'}",2018-08-22T06:39:53.000-07:00,"{'house_number': '401', 'road': 'Main Street', 'neighbourhood': 'Downtown Eastside', 'city_district': 'Strathcona', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6A', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
library,49.16401870000001,-123.14157009999998,Richmond Public Library (Brighouse),"{'wheelchair': 'yes', 'addr:housenumber': '7700', 'website': 'http://rpl.yourlibrary.ca/', 'internet_access': 'wlan', 'phone': '+1-604-231-6404', 'opening_hours': 'Mo-Fr 09:00-21:30; Sa-Su 10:00-17:00', 'addr:street': 'Minoru Gate', 'addr:city': 'Richmond'}",2017-02-11T02:28:44.000-08:00,"{'house_number': '7700', 'road': 'Minoru Gate', 'suburb': 'Brighouse', 'city_district': 'City Centre', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6Y', 'country': 'Canada', 'country_code': 'ca'}",Richmond
library,49.2310395,-123.1185745,Vancouver Public Library Oakridge Branch,"{'addr:housenumber': '650', 'website': 'https://www.vpl.ca/location/oakridge-branch', 'level': '-1', 'opening_hours': 'Mo,We-Fr 10:00-21:00; Tu,Sa 10:00-18:00; Su 13:00-17:00', 'addr:street': 'West 41st Avenue', 'addr:unit': '191', 'operator': 'Vancouver Public Library'}",2019-09-02T22:08:25.000-07:00,"{'shop': 'Oakridge Centre', 'house_number': '650', 'road': 'West 41st Avenue', 'city_district': 'Oakridge', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5Z 2M7', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
library,49.21032460000001,-123.1402111,VPL Marpole Branch,"{'addr:housenumber': '8386', 'website': 'https://www.vpl.ca/location/marpole-branch', 'opening_hours': 'Tu,We 10:00-20:00; Th-Sa 10:00-18:00; Su 13:00-17:00', 'addr:street': 'Granville Street', 'addr:postcode': 'V6P 4Z7', 'operator': 'Vancouver Public Library', 'addr:city': 'Vancouver'}",2019-09-02T22:08:26.000-07:00,"{'amenity': 'VPL Marpole Branch', 'house_number': '8386', 'road': 'Granville Street', 'neighbourhood': 'Marpole', 'city_district': 'Marpole', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6P 4Z7', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
library,49.2440111,-123.1081716,VPL Terry Salman Branch,"{'wheelchair': 'yes', 'addr:housenumber': '4575', 'website': 'https://www.vpl.ca/location/terry-salman-branch', 'phone': '+1-604-665-3964', 'opening_hours': 'Mo-Fr 09:00-21:00; Sa-Su 09:00-18:00', 'addr:street': 'Clancy Loranger Way', 'addr:postcode': 'V5Y 2M4', 'operator': 'Vancouver Public Library', 'addr:city': 'Vancouver'}",2020-03-30T08:56:06.000-07:00,"{'leisure': 'Hillcrest Centre', 'house_number': '4575', 'road': 'Clancy Loranger Way', 'neighbourhood': 'Riley Park', 'city_district': 'Riley Park', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5Y 2M4', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
library,49.29050529999999,-123.13656,VPL Joe Fortes Branch,"{'wheelchair': 'yes', 'addr:housenumber': '870', 'website': 'http://www.vpl.ca/branches/details/joe_fortes_branch', 'internet_access': 'wlan', 'phone': '+1-604-665-3972', 'opening_hours': 'Mo,Tu,Th 10:00-21:00; We,Fr 10:00-18:00; Sa 10:00-17:00; Su 13:00-17:00', 'addr:street': 'Denman Street'}",2019-09-02T22:08:25.000-07:00,"{'building': 'West End Community Centre', 'house_number': '870', 'road': 'Denman Street', 'neighbourhood': 'West End', 'city_district': 'West End', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
