amenity,lat,lon,name,tags,timestamp,address,city
drinking_water,49.1949046,-122.72800490000002,,{},2018-05-22T00:40:14.000-07:00,"{'amenity': 'Hawk Picnic Shelter', 'road': 'Spirea Loop Trail', 'city_district': 'Guildford', 'city': 'Surrey', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V1M 2R6', 'country': 'Canada', 'country_code': 'ca'}",Surrey
drinking_water,49.2742559,-123.1031173,,{},2019-09-27T06:43:48.000-07:00,"{'road': 'Seaside - Science World', 'city_district': 'Downtown', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6A', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.0483483,-122.3308381,,{},2019-01-16T03:00:26.000-08:00,"{'house_number': '2557', 'road': 'Langdon Street', 'neighbourhood': 'Clearbrook', 'suburb': 'Clearbrook Centre', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 3L3', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.0895002,-122.6251223,Murrayville Artesian Well,"{'cold_water': 'yes', 'website': 'http://www.waymarking.com/waymarks/WMNYFM_Murrayville_Artesian_Well_Langley_BC'}",2019-01-15T07:20:54.000-08:00,"{'historic': 'Murrayville Pumphouse', 'road': '48 Avenue', 'suburb': 'Murrayville', 'city_district': 'Murrayville', 'city': 'Township of Langley', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3A 4M9', 'country': 'Canada', 'country_code': 'ca'}",Township of Langley
drinking_water,49.3007716,-123.117125,,{},2019-11-23T05:02:32.000-08:00,"{'tourism': 'Brockton Point', 'road': 'Stanley Park Seawall Bike Path', 'neighbourhood': 'Coal Harbour', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2643893,-123.083174,,{},2020-05-26T16:17:39.000-07:00,"{'road': 'East 7th Avenue', 'city_district': 'Mount Pleasant', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5T 4V5', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2620112,-123.0992012,,{},2020-05-26T16:17:39.000-07:00,"{'road': '10th Avenue Bikeway', 'neighbourhood': 'Mount Pleasant', 'city_district': 'Mount Pleasant', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5T 4T6', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.3505752,-123.1843298,,{},2019-01-18T18:02:03.000-08:00,"{'road': 'Chippendale Road', 'residential': 'Whitby Estates', 'suburb': 'Altamont', 'city': 'West Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7V 2R2', 'country': 'Canada', 'country_code': 'ca'}",West Vancouver
drinking_water,49.2056072,-123.1389294,,{},2019-01-17T05:04:57.000-08:00,"{'house_number': '1460', 'road': 'West 73rd Avenue', 'neighbourhood': 'Marpole', 'city_district': 'Marpole', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6P 5Z9', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2887823,-123.1397267,Water Dispenser,{'addr:street': 'Comox Street'},2017-10-28T13:37:35.000-07:00,"{'road': 'Comox / Helmcken Bike Route', 'neighbourhood': 'West End', 'city_district': 'West End', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2950189,-123.1360606,,{},2019-06-12T23:23:24.000-07:00,"{'road': 'Seawall', 'neighbourhood': 'Coal Harbour', 'city_district': 'Downtown', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.208117,-122.9097132,,{},2019-08-26T00:44:51.000-07:00,"{'road': 'Fourth Street', 'neighbourhood': 'Downtown', 'city_district': 'Downtown', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3L 1G2', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
drinking_water,49.2812974,-123.0419459,,{},2018-10-29T09:00:18.000-07:00,"{'building': 'Garden Auditorium', 'road': 'East Hastings Street', 'neighbourhood': 'Hastings-Sunrise', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.29222410000001,-123.1460151,,{},2019-07-31T05:28:29.000-07:00,"{'craft': 'Stanley Park Brewing Restaurant and Brewpub', 'house_number': '8901', 'road': 'Stanley Park Drive', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G 3E2', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.049914,-122.3179623,Express Eau,"{'shop': 'water', 'fee': 'yes', 'opening_hours': '24/7', 'description': 'pure water station', 'bottle': 'yes', 'addr:unit': '58'}",2016-11-06T19:18:24.000-08:00,"{'shop': 'West Oaks Mall', 'house_number': '32700', 'road': 'South Fraser Way', 'suburb': 'Clearbrook Centre', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 4M5', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.2720912,-123.1057162,,{},2015-08-01T20:44:45.000-07:00,"{'amenity': 'Village Dock', 'road': 'Seaside - False Creek South', 'neighbourhood': 'The Village Shops', 'city_district': 'Mount Pleasant', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6A', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.1966746,-122.9258625,,{},2014-10-11T23:06:25.000-07:00,"{'road': 'Port Royal Riverfront Walk', 'neighbourhood': 'Port Royal', 'city_district': 'Queensborough', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3M 0B5', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
drinking_water,49.2851925,-123.128076,,{},2019-06-13T04:11:14.000-07:00,"{'building': 'Beaconsfield', 'house_number': '884', 'road': 'Bute Street', 'neighbourhood': 'West End', 'city_district': 'West End', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6E 1B0', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2057204,-123.0518086,,{},2016-05-22T20:36:48.000-07:00,"{'road': 'East Kent Avenue South', 'city_district': 'Killarney', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5S4S6', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2281361,-123.02033090000002,,{},2017-11-19T05:29:14.000-08:00,"{'road': 'Trail of Hope', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5H 1Y4', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.2036215,-122.9048659,,{},2012-07-09T03:06:01.000-07:00,"{'tourism': 'Historical Photo Wall', 'road': 'Front Street', 'neighbourhood': 'Downtown', 'city_district': 'Downtown', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3M 1A5', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
drinking_water,49.3654915,-123.0983611,,{},2016-05-29T00:35:33.000-07:00,"{'road': 'Grousewoods Drive', 'suburb': 'Grousewoods', 'city': 'District of North Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7R 4P6', 'country': 'Canada', 'country_code': 'ca'}",District of North Vancouver
drinking_water,49.2722403,-123.1094001,,{},2015-09-14T07:02:32.000-07:00,"{'road': 'Seaside - False Creek South', 'neighbourhood': 'The Village Shops', 'city_district': 'Mount Pleasant', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5Y 0B8', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2117146,-122.9599217,,{},2010-10-10T04:41:46.000-07:00,"{'shop': ""Kim's Mart"", 'house_number': '6837', 'road': 'Station Hill Drive', 'neighbourhood': 'Stride Avenue', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3N 5A4', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.1952241,-123.1825178,,{},2016-12-19T19:14:58.000-08:00,"{'aeroway': 'Vancouver International Airport', 'road': 'Templeton Street', 'city_district': 'Sea Island', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7B 1C7', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.1797976,-123.1429258,,{},2013-08-25T04:36:22.000-07:00,"{'man_made': 'UBC Rowing Club', 'road': 'Middle Arm Trail', 'suburb': 'Golden Village', 'city_district': 'City Centre', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6X 1X0', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.1736456,-123.1698899,,{},2013-08-25T04:08:16.000-07:00,"{'road': 'Middle Arm Trail', 'suburb': 'Thompson', 'city_district': 'Thompson', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7C 1C3', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.1740971,-123.181015,,{},2016-08-13T00:20:04.000-07:00,"{'house_number': '3780', 'road': 'River Road', 'suburb': 'Thompson', 'city_district': 'Thompson', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7C 3X6', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.1747665,-123.1979452,,{},2013-08-25T03:40:15.000-07:00,"{'road': 'West Dyke Trail', 'suburb': 'Thompson', 'city_district': 'Thompson', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7C 2K1', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.189445,-122.802435,,{},2017-03-21T05:01:32.000-07:00,"{'house_number': '10355', 'road': '152 Street', 'suburb': 'Guildford', 'city_district': 'Guildford', 'city': 'Surrey', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3R 6Y8', 'country': 'Canada', 'country_code': 'ca'}",Surrey
drinking_water,49.0105342,-122.4669264,,{},2015-09-15T21:51:03.000-07:00,"{'road': ""Rock 'N Horse Trail"", 'city': 'Township of Langley', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4X 1A5', 'country': 'Canada', 'country_code': 'ca'}",Township of Langley
drinking_water,49.0798019,-122.4341129,Bradner Road Rest Area,{'name:en': 'Bradner Road Rest Area'},2017-07-22T16:43:12.000-07:00,"{'amenity': 'Bradner Road Rest Area', 'road': 'Bradner Rest Area', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V4X 1S8', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.2597234,-123.0445481,,{'description:en': 'Water dispenser for humans and dog-size animals.'},2017-09-20T06:23:51.000-07:00,"{'amenity': 'Renfrew Station Dental Clinic', 'house_number': '2685', 'road': 'Bradley Court', 'city_district': 'Renfrew-Collingwood', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5M', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2131066,-123.1144023,,{},2018-08-24T23:23:15.000-07:00,"{'road': 'West 63rd Avenue', 'city_district': 'Marpole', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5X', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2899738,-122.8462189,,{},2019-09-02T05:58:35.000-07:00,"{'building': 'Picnic Shelter', 'road': 'Shoreline Trail Bike Route', 'suburb': 'Pleasantside', 'city': 'Port Moody', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3H 5C3', 'country': 'Canada', 'country_code': 'ca'}",Port Moody
drinking_water,49.2467891,-122.3796687,,{},2016-08-29T07:14:40.000-07:00,"{'tourism': 'Rolley Lake campground', 'road': 'Lakeside Trail Loop', 'town': 'Mission', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V4S 1C4', 'country': 'Canada', 'country_code': 'ca'}",Null
drinking_water,49.2447177,-122.3830717,,{},2016-08-29T07:14:43.000-07:00,"{'tourism': 'Rolley Lake campground', 'road': 'Lakeside Trail Loop', 'town': 'Mission', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V4S 1C4', 'country': 'Canada', 'country_code': 'ca'}",Null
drinking_water,49.1264848,-123.1944327,,{'drinking_water': 'fountain'},2018-08-17T20:39:29.000-07:00,"{'house_number': '11675', 'road': '7th Avenue', 'suburb': 'Steveston', 'city_district': 'Steveston', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7E 3J1', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.3316217,-123.0350244,,{},2015-09-14T22:53:14.000-07:00,"{'road': 'Viewlynn Drive', 'suburb': 'West Lynn', 'city': 'District of North Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7J', 'country': 'Canada', 'country_code': 'ca'}",District of North Vancouver
drinking_water,49.0122513,-122.4667279,,{},2015-09-15T21:51:03.000-07:00,"{'tourism': 'Blacktail Group Picnic Area', 'road': 'Pepin Brook Trail', 'city': 'Township of Langley', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4X 1A5', 'country': 'Canada', 'country_code': 'ca'}",Township of Langley
drinking_water,49.2823971,-123.1146763,,{},2016-09-07T19:05:21.000-07:00,"{'house_number': '500', 'road': 'Richards Street', 'neighbourhood': 'Downtown', 'city_district': 'Downtown', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6B 1Y0', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.1202741,-122.3037361,,{},2017-02-14T19:12:48.000-08:00,"{'tourism': 'Mission Bridge Picnic Site', 'road': 'Matsqui Trail Regional Park', 'suburb': 'Riverside', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V4X 1T9', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.2520413,-122.9047333,,{},2015-07-26T04:48:16.000-07:00,"{'leisure': 'Bell Park', 'road': 'Bell Avenue', 'neighbourhood': 'Sullivan Heights', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3J 1M7', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.18884420000001,-123.1460445,,{},2015-07-25T23:36:20.000-07:00,"{'road': 'Catalina Crescent', 'suburb': 'Burkeville', 'city_district': 'Sea Island', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7B 0A1', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.2149195,-122.9722977,,{},2011-09-12T19:01:49.000-07:00,"{'road': 'BC Parkway', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5J 1K4', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.2789,-122.9082547,,{},2017-03-08T20:11:51.000-08:00,"{'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 0A1', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.1740461,-123.158802,,{'drinking_water': 'fountain'},2018-08-17T20:42:55.000-07:00,"{'road': 'Middle Arm Trail', 'suburb': 'Thompson', 'city_district': 'Thompson', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7C 1C3', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.2936446,-123.1486689,,{},2015-08-24T12:11:52.000-07:00,"{'house_number': '8701', 'road': 'Stanley Park Drive', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2921802,-123.1469499,,{},2015-07-30T10:26:57.000-07:00,"{'amenity': 'Stanley Park Brewing Restaurant and Brewpub', 'house_number': '8901', 'road': 'Stanley Park Drive', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G 3E2', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.1207624,-122.3027773,,{},2017-02-14T19:12:41.000-08:00,"{'tourism': 'Mission Bridge Picnic Site', 'road': 'Matsqui Trail Regional Park', 'suburb': 'Riverside', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V4X 1T9', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.2628254,-123.0138119,,{},2015-09-18T06:50:53.000-07:00,"{'road': 'Gilmore Avenue', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5C 4T7', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.0906245,-122.4848231,,{},2013-08-16T21:47:03.000-07:00,"{'house_number': '5048', 'road': '264 Street', 'suburb': 'Aldergrove', 'city': 'Township of Langley', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4W 2V1', 'country': 'Canada', 'country_code': 'ca'}",Township of Langley
drinking_water,49.093349,-122.4880181,,{},2013-08-16T19:59:42.000-07:00,"{'house_number': '5048', 'road': '264 Street', 'suburb': 'Aldergrove', 'city': 'Township of Langley', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4W 2V1', 'country': 'Canada', 'country_code': 'ca'}",Township of Langley
drinking_water,49.2124259,-122.5263113,,{},2018-01-01T06:44:38.000-08:00,"{'road': 'North Fork Loop Trail', 'suburb': ""Webster's Corners"", 'city': 'Maple Ridge', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V2W 2G4', 'country': 'Canada', 'country_code': 'ca'}",Maple Ridge
drinking_water,49.2803516,-123.0406273,,{},2017-12-01T06:43:33.000-08:00,"{'road': 'East Pender Street', 'neighbourhood': 'Hastings-Sunrise', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2827832,-123.1300629,,{},2018-03-10T02:02:02.000-08:00,"{'amenity': 'Lord Roberts School Annex', 'road': 'Bute Street', 'neighbourhood': 'West End', 'city_district': 'West End', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6E 1J6', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2718519,-123.0124952,,{},2015-09-18T22:25:22.000-07:00,"{'leisure': 'zipline', 'road': 'Carleton Avenue', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5C 6R9', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.2730648,-123.0122672,,{},2015-09-18T22:25:22.000-07:00,"{'leisure': 'zipline', 'road': 'Carleton Avenue', 'city': 'Burnaby', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5C 6R9', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
drinking_water,49.2701365,-123.1044247,,{},2016-09-08T20:48:17.000-07:00,"{'road': 'East 1st Avenue', 'neighbourhood': 'The Village Shops', 'city_district': 'Mount Pleasant', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5T 1B3', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2856559,-123.1331966,,{},2017-04-15T00:54:30.000-07:00,"{'house_number': '1012', 'road': 'Broughton Street', 'neighbourhood': 'West End', 'city_district': 'West End', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G 2A7', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2718228,-123.1298496,,{},2015-07-20T00:48:05.000-07:00,"{'road': 'Seaside Bike Route', 'neighbourhood': 'Yaletown', 'city_district': 'Downtown', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6Z', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2433578,-123.1873937,,{},2010-03-28T11:09:22.000-07:00,"{'leisure': 'Currie Field', 'road': 'West 33rd Avenue', 'city_district': 'Dunbar-Southlands', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6N 2C4', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.21657670000001,-123.129149,,{},2016-08-15T06:32:53.000-07:00,"{'amenity': 'Marpole Oakridge Community Centre', 'road': 'West 59th Avenue', 'city_district': 'Marpole', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6P 1X7', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2978643,-123.1349756,Water Dispenser,{},2016-08-14T22:07:31.000-07:00,"{'amenity': 'Water Dispenser', 'road': 'Pipeline Road', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6G', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2814978,-123.1199611,,"{'access': 'yes', 'fee': 'no'}",2019-11-25T23:13:55.000-08:00,"{'tourism': 'Downtown Robson St & Granville St', 'road': 'Robson Street', 'neighbourhood': 'Downtown', 'city_district': 'Downtown', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6Z', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2742718,-123.1539148,,{},2014-09-20T23:33:31.000-07:00,"{'amenity': 'The Boathouse Restaurant', 'road': 'Seaside Bike Route', 'neighbourhood': 'Kitsilano', 'city_district': 'Kitsilano', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6K', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.2767755,-123.1517495,,{},2014-09-20T23:21:12.000-07:00,"{'amenity': 'Vancouver Water Adventures', 'road': 'Seaside Bike Route', 'neighbourhood': 'Kitsilano', 'city_district': 'Kitsilano', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6K', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.1235691,-123.1807405,,{'drinking_water': 'fountain'},2018-08-17T20:38:37.000-07:00,"{'house_number': '4020', 'road': 'Bayview Street', 'suburb': 'Steveston', 'city_district': 'Steveston', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7E 1T6', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.1211487,-123.1705648,,{},2014-09-19T02:39:48.000-07:00,"{'historic': 'Britannia Shipyards National Historic Site', 'house_number': '5180', 'road': 'Westwater Drive', 'suburb': 'Steveston', 'city_district': 'Steveston', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7E 6M9', 'country': 'Canada', 'country_code': 'ca'}",Richmond
drinking_water,49.0388932,-122.24009840000002,,{},2016-08-24T07:24:39.000-07:00,"{'amenity': 'Little Free Library', 'road': 'Old Yale Road', 'suburb': 'Whatcom', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V3G 2E3', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.2168587,-123.128169,,{},2016-08-15T06:32:53.000-07:00,"{'amenity': 'Marpole Oakridge Community Centre', 'road': 'West 59th Avenue', 'city_district': 'Marpole', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6P 1X7', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.0894697,-122.1373561,,{},2016-08-23T01:09:44.000-07:00,"{'road': 'Trans Canada Trail', 'suburb': 'Barrowtown', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V3G 2R6', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.1205696,-122.3033506,,{},2016-08-20T23:29:55.000-07:00,"{'tourism': 'Mission Bridge Picnic Site', 'road': 'Matsqui Trail Regional Park', 'suburb': 'Riverside', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V4X 1T9', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
drinking_water,49.2751748,-123.1397889,,{},2016-08-20T04:15:40.000-07:00,"{'house_number': '1655', 'road': 'Whyte Avenue', 'neighbourhood': 'Kitsilano', 'city_district': 'Kitsilano', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6J', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
drinking_water,49.1937883,-122.9997851,,{},2016-08-18T23:09:45.000-07:00,"{'house_number': '7266', 'road': 'Mountbatten Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5J 0C6', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
