amenity,lat,lon,name,tags,timestamp,address,city
dentist,49.2617216,-123.0700288,A & B 2 Dental Clinic,"{'opening_hours': 'Mo-Fr 11:00-18:00; Sa 10:00-16:00', 'addr:housenumber': '2561', 'addr:street': 'Commercial Drive', 'phone': '+1-604-877-0664', 'healthcare': 'dentist'}",2020-05-19T04:34:20.000-07:00,"{'house_number': '2555', 'road': 'Commercial Drive', 'city_district': 'Kensington-Cedar Cottage', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5N 5R4', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
dentist,49.0544972,-122.3213246,Dr. Andrew P. Woo Inc.,"{'healthcare:speciality': 'orthodontics', 'description': 'Certified Specialist in Orthodontics', 'healthcare': 'dentist'}",2015-12-21T13:43:36.000-08:00,"{'house_number': '2890', 'road': 'Garden Street', 'suburb': 'Clearbrook Centre', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 4W7', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
dentist,49.2666398,-122.7764574,Poco Dental,{'healthcare': 'dentist'},2020-03-10T20:21:55.000-07:00,"{'amenity': 'Poco Dental', 'road': 'Shaughnessy Street', 'city': 'Port Coquitlam', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3C 3H1', 'country': 'Canada', 'country_code': 'ca'}",Port Coquitlam
dentist,49.11760770000001,-122.8907404,North Delta Dental,{'healthcare': 'dentist'},2019-10-29T06:36:28.000-07:00,"{'amenity': 'North Delta Dental', 'road': 'Scott Road', 'city_district': 'Newton', 'city': 'Surrey', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4E 2B0', 'country': 'Canada', 'country_code': 'ca'}",Surrey
dentist,49.11844650000001,-122.8885875,,"{'healthcare:speciality': 'orthodontics', 'healthcare': 'dentist'}",2019-10-30T04:29:20.000-07:00,"{'shop': 'Superior Produce', 'road': '64 Avenue', 'city_district': 'Newton', 'city': 'Surrey', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4E 2B0', 'country': 'Canada', 'country_code': 'ca'}",Surrey
dentist,49.1181108,-122.8885887,,{'healthcare': 'dentist'},2019-10-30T04:29:20.000-07:00,"{'shop': 'Great Clips', 'road': '64 Avenue', 'city_district': 'Newton', 'city': 'Surrey', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4E 2B0', 'country': 'Canada', 'country_code': 'ca'}",Surrey
dentist,49.11836810000001,-122.8885675,,{'healthcare': 'dentist'},2019-10-30T04:29:20.000-07:00,"{'shop': 'Superior Produce', 'road': '64 Avenue', 'city_district': 'Newton', 'city': 'Surrey', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4E 2B0', 'country': 'Canada', 'country_code': 'ca'}",Surrey
dentist,49.1178405,-123.1586045,Chompers Family Dental,{'wheelchair': 'yes'},2013-04-27T03:13:22.000-07:00,"{'amenity': 'Chompers Family Dental', 'road': 'London Road', 'city_district': 'Steveston', 'city': 'Richmond', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V7E 6S3', 'country': 'Canada', 'country_code': 'ca'}",Richmond
dentist,49.23296320000001,-123.0163152,Isaa Memisevic Denturist,"{'addr:housenumber': '3983', 'website': 'https://www.isaamemisevicdenturist.com/', 'phone': '+1-604-336-4155', 'healthcare:speciality': 'denturist', 'opening_hours': 'Mo-Sa 09:00-18:00', 'addr:street': 'Kingsway', 'addr:postcode': 'V5H 1Y7', 'healthcare': 'dentist', 'addr:city': 'Burnaby'}",2019-05-27T03:58:23.000-07:00,"{'amenity': 'Isaa Memisevic Denturist', 'house_number': '3983', 'road': 'Kingsway', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5H 1Y7', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
dentist,49.296246,-122.8035636,Plateau Village Dental Centre,{'healthcare': 'dentist'},2019-08-15T00:25:19.000-07:00,"{'amenity': 'Plateau Village Dental Centre', 'road': 'Parkway Boulevard', 'suburb': 'Westwood Plateau', 'city': 'Coquitlam', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3E 3J3', 'country': 'Canada', 'country_code': 'ca'}",Coquitlam
dentist,49.2746225,-123.123982,Homer Dental Centre,"{'addr:housenumber': '1258', 'addr:street': 'Homer Street', 'healthcare': 'dentist', 'addr:city': 'Vancouver'}",2019-09-13T13:56:58.000-07:00,"{'amenity': 'Homer Dental Centre', 'house_number': '1258', 'road': 'Homer Street', 'neighbourhood': 'Yaletown', 'city_district': 'Downtown', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6B 2G2', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
dentist,49.1056744,-122.8003366,Southridge Dental - Family & Cosmetic Dentistry,"{'website': 'https://www.southridgedental.ca/', 'payment:credit_cards': 'yes', 'addr:postcode': 'V3S 3K2', 'addr:unit': '#103', 'operator': 'San Bhatha, DDS', 'addr:city': 'Surrey', 'addr:housenumber': '5680', 'phone': '+1-604-575-1555', 'payment:financing': 'yes', 'healthcare:speciality': 'dentist;dentistry', 'opening_hours': 'Mo,We,Fr 08:30-16:00; Tu,Th 08:30-19:00; Sa 08:00-16:00', 'addr:street': '152 Street', 'payment:debit_cards': 'yes'}",2020-01-05T23:11:05.000-08:00,"{'house_number': '5680', 'road': '152 Street', 'suburb': 'Sullivan', 'city_district': 'Newton', 'city': 'Surrey', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3S 3K2', 'country': 'Canada', 'country_code': 'ca'}",Surrey
dentist,49.1027448,-122.7297782,,{'healthcare': 'dentist'},2019-10-27T07:57:04.000-07:00,"{'shop': 'Dollarama', 'road': '56 Avenue', 'suburb': 'Cloverdale', 'city_district': 'Cloverdale', 'city': 'Surrey', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3S 1E2', 'country': 'Canada', 'country_code': 'ca'}",Surrey
dentist,49.052239,-122.3254857,Smile Care Dental Center,"{'addr:housenumber': '32465', 'website': 'https://www.abbysmilecare.com', 'phone': '+1-604-744-2262', 'addr:street': 'South Fraser Way', 'addr:unit': '3', 'healthcare': 'dentist'}",2019-11-10T17:17:27.000-08:00,"{'shop': 'Fraserway Place', 'house_number': '32465', 'road': 'South Fraser Way', 'neighbourhood': 'Clearbrook', 'suburb': 'Clearbrook Centre', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 1X4', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
dentist,49.2436529,-122.8929867,Four Seasons Dental Care,"{'alt_name': 'Dr. David Huh', 'website': 'http://www.fourseasonsdental.com/', 'phone': '+1-604-444-5155', 'level': '3'}",2018-10-26T20:30:07.000-07:00,"{'amenity': 'Four Seasons Dental Care', 'road': 'North Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3K 3V8', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
dentist,49.2251592,-122.9993965,Vancouver Centre for Cosmetic & Implant Dentistry,"{'level': '1', 'healthcare': 'dentist'}",2019-05-27T03:58:16.000-07:00,"{'shop': 'Metropolis at Metrotown', 'house_number': '4700', 'road': 'Kingsway', 'neighbourhood': 'Metrotown', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5H 4T6', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
dentist,49.2595286,-123.0445979,Renfrew Station Dental Clinic,"{'owner': 'Dr. Marianna Klimek', 'addr:housenumber': '2685', 'phone': '+1-604-876-5678'}",2018-06-14T08:02:56.000-07:00,"{'building': 'Renfrew Centre', 'house_number': '2889', 'road': 'East 12th Avenue', 'city_district': 'Renfrew-Collingwood', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5M', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
dentist,49.0408566,-122.2943634,Simply Dentures,"{'description': 'denturist', 'shop': 'dentures', 'level': '4', 'addr:unit': '405'}",2018-04-04T18:01:22.000-07:00,"{'shop': 'Simply Dentures', 'house_number': '2151', 'road': 'McCallum Road', 'suburb': 'Mill Lake', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2S 3P3', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
dentist,49.0570279,-122.3147854,Blossom Dental Care,"{'addr:housenumber': '3020', 'addr:street': 'Gladwin Road', 'level': '0', 'addr:unit': '100', 'healthcare': 'dentist'}",2019-10-29T07:10:25.000-07:00,"{'amenity': 'Blossom Dental Care', 'house_number': '3020', 'road': 'Gladwin Road', 'suburb': 'Clearbrook Centre', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 5T4', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
dentist,49.135725,-122.3330783,Abacus Dental Centre,{'healthcare': 'dentist'},2019-05-27T21:44:12.000-07:00,"{'amenity': 'Abacus Dental Centre', 'road': 'Hillcrest Avenue', 'suburb': 'West Heights', 'town': 'Mission', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2V 3H5', 'country': 'Canada', 'country_code': 'ca'}",Null
dentist,49.2114562,-122.9183887,Henry Ng Denturist,"{'phone': '+1-604-522-1848', 'source': 'gps/photo survey'}",2018-10-26T20:29:56.000-07:00,"{'amenity': 'Henry Ng Denturist', 'road': 'Sixth Street', 'neighbourhood': 'Queens Park', 'city_district': 'Queens Park', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3L 0C9', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
dentist,49.211625,-122.9190048,Jeff Malcolm Denturist,"{'addr:housenumber': '611', 'addr:street': '5th Avenue', 'source': 'gps/photo survey'}",2010-10-22T23:18:19.000-07:00,"{'amenity': 'Jeff Malcolm Denturist', 'house_number': '611', 'road': 'Fifth Avenue', 'neighbourhood': 'Brow of the Hill', 'city_district': 'Brow of the Hill', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3M 0G8', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
dentist,49.2104112,-122.9166169,Dr. Jill Turney,{'phone': '+1-604-524-8838'},2018-10-26T20:29:58.000-07:00,"{'amenity': 'Dr. Jill Turney', 'road': 'Fourth Avenue', 'neighbourhood': 'Brow of the Hill', 'city_district': 'Queens Park', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3L 3B2', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
dentist,49.2123726,-122.9191212,Artis,"{'phone': '+1-604-524-0800', 'healthcare': 'dentist'}",2019-07-02T01:10:30.000-07:00,"{'amenity': 'Artis', 'road': 'Sixth Street', 'neighbourhood': 'Queens Park', 'city_district': 'Queens Park', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3L 0C9', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
dentist,49.2135508,-122.9205552,Dr. D. Lovely & Associates,"{'addr:housenumber': '609', 'addr:street': '6th Street'}",2010-10-23T17:08:52.000-07:00,"{'amenity': 'Dr. D. Lovely & Associates', 'house_number': '609', 'road': '6th Street', 'city_district': 'Glenbrooke North', 'city': 'New Westminster', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3N 3N4', 'country': 'Canada', 'country_code': 'ca'}",New Westminster
dentist,49.1374528,-122.89092990000002,,{'healthcare': 'dentist'},2019-06-26T07:37:24.000-07:00,"{'amenity': 'Subway', 'house_number': '7351', 'road': 'Scott Road', 'suburb': 'Strawberry Hill', 'city_district': 'Newton', 'city': 'Delta', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4C 0C1', 'country': 'Canada', 'country_code': 'ca'}",Delta
dentist,49.24710200000001,-123.0697823,Karma Dental,"{'addr:housenumber': '1710', 'addr:street': 'Kingsway', 'entrance': 'yes', 'healthcare': 'dentist'}",2019-08-05T07:35:20.000-07:00,"{'house_number': '1720', 'road': 'Kingsway', 'city_district': 'Kensington-Cedar Cottage', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5N 2T1', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
dentist,49.1206348,-122.8917028,,{'healthcare': 'dentist'},2019-08-18T05:55:49.000-07:00,"{'amenity': 'Little Caesars', 'road': 'Woodridge Crescent', 'suburb': 'Sunshine Hills', 'city_district': 'North Delta', 'city': 'Delta', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V4E 3G3', 'country': 'Canada', 'country_code': 'ca'}",Delta
dentist,49.0543778,-122.3213094,Garden Dental Centre,"{'healthcare:speciality': 'general', 'description': 'Dr. Jack Walls Inc.;Dr. Catherine Walls', 'healthcare': 'dentist'}",2015-12-21T13:43:35.000-08:00,"{'house_number': '2890', 'road': 'Garden Street', 'suburb': 'Clearbrook Centre', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 4W7', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
dentist,49.1192001,-122.6707415,Amazing Smile Dental,"{'addr:housenumber': '19909', 'phone': '+1-604-514-7588', 'addr:street': '64 Avenue', 'addr:postcode': 'V2Y 1G9', 'addr:unit': '105', 'healthcare': 'dentist'}",2018-05-16T22:30:00.000-07:00,"{'amenity': 'Amazing Smile Dental', 'house_number': '19909', 'road': '64 Avenue', 'city': 'Township of Langley', 'municipality': 'Langley Township', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V2Y 1G9', 'country': 'Canada', 'country_code': 'ca'}",Township of Langley
dentist,49.2330045,-123.0160315,ARTA Dental,"{'addr:housenumber': '3999', 'phone': '+1-604-670-7688', 'addr:street': 'Kingsway', 'addr:postcode': 'V5H 1Y8', 'healthcare': 'dentist', 'addr:city': 'Burnaby'}",2019-05-27T03:58:23.000-07:00,"{'amenity': 'ARTA Dental', 'house_number': '3999', 'road': 'Kingsway', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5H 1Y8', 'country': 'Canada', 'country_code': 'ca'}",Burnaby
dentist,49.2831174,-123.1165348,Granville Station Dental,"{'addr:housenumber': '678', 'level': '-1', 'addr:street': 'Dunsmuir Street', 'addr:postcode': 'V6B 1N3', 'addr:unit': '70', 'healthcare': 'dentist', 'addr:city': 'Vancouver'}",2019-12-07T03:18:49.000-08:00,"{'building': 'The Hudson', 'road': 'Granville Street', 'neighbourhood': 'Downtown', 'city_district': 'Downtown', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V6C 1X6', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
dentist,49.0526316,-122.3261471,Dental Clinic,"{'operator': 'Drs. Dragomir-Ene Inc.', 'healthcare': 'dentist'}",2015-12-09T05:24:11.000-08:00,"{'building': 'Trethewey Square', 'house_number': '2760', 'road': 'Trethewey Street', 'neighbourhood': 'Clearbrook', 'suburb': 'Clearbrook Centre', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 3R1', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
dentist,49.27856679999999,-122.8067056,Creekside Dental,{'healthcare': 'dentist'},2020-01-17T07:59:42.000-08:00,"{'amenity': 'Creekside Dental', 'road': 'Barnet Highway', 'neighbourhood': 'Hoy Creek Housing Coop', 'suburb': 'Harbour Village', 'city': 'Coquitlam', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V3B 1B9', 'country': 'Canada', 'country_code': 'ca'}",Coquitlam
dentist,49.2320502,-123.025718,Happy Family Dental Centre,"{'addr:housenumber': '3638', 'addr:street': 'Kingsway', 'phone': '+1 604-336-2050', 'healthcare': 'dentist'}",2019-11-30T20:36:31.000-08:00,"{'amenity': 'Happy Family Dental Centre', 'house_number': '3638', 'road': 'Kingsway', 'city_district': 'Killarney', 'city': 'Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5R', 'country': 'Canada', 'country_code': 'ca'}",Vancouver
dentist,49.0533035,-122.3383538,Profile Periodontics and Dental Implants,"{'alt_name': 'Siora Dental Clinic', 'website': 'https://www.abbotsfordperiodontist.ca/', 'phone': '+1-604-755-3366', 'healthcare:speciality': 'periodontics', 'addr:unit': '104A', 'healthcare': 'dentist'}",2019-02-19T07:38:42.000-08:00,"{'building': 'Garden Park Tower', 'house_number': '2825', 'road': 'Clearbrook Road', 'suburb': 'West Clearbrook', 'city': 'Abbotsford', 'county': 'Fraser Valley Regional District', 'state': 'British Columbia', 'postcode': 'V2T 6S3', 'country': 'Canada', 'country_code': 'ca'}",Abbotsford
