lat_caller,lon_caller,address_caller,city,amenity,lat,lon,name,tags,timestamp,address,distance
49.28035833333333,-122.92016035551205,"{'amenity': 'West Mall Complex', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.223681400000004,-122.98795679999999,Royal Canadian Legion - Branch 83 (South Burnaby),"{'addr:housenumber': '5289', 'addr:street': 'Grimmer Street', 'phone': '+1-604-568-2911'}",2019-09-18T05:09:23.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 83 (South Burnaby)', 'house_number': '5289', 'road': 'Grimmer Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5J 4R9', 'country': 'Canada', 'country_code': 'ca'}",7995.680753108574
49.28035833333333,-122.92016035551205,"{'amenity': 'West Mall Complex', 'road': 'University Drive West', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4X6', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.2724109,-123.0270159,Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section),"{'addr:housenumber': '1410', 'addr:street': 'Kootenay Street', 'phone': '+1-604-874-8510'}",2018-06-20T15:13:08.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section)', 'house_number': '1410', 'road': 'Kootenay Street', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",7802.02019346391
49.27681265432098,-122.9234759513638,"{'amenity': 'Simon Fraser University', 'road': 'Tower Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.223681400000004,-122.98795679999999,Royal Canadian Legion - Branch 83 (South Burnaby),"{'addr:housenumber': '5289', 'addr:street': 'Grimmer Street', 'phone': '+1-604-568-2911'}",2019-09-18T05:09:23.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 83 (South Burnaby)', 'house_number': '5289', 'road': 'Grimmer Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5J 4R9', 'country': 'Canada', 'country_code': 'ca'}",7537.115087407396
49.27681265432098,-122.9234759513638,"{'amenity': 'Simon Fraser University', 'road': 'Tower Road', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4Y0', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.2724109,-123.0270159,Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section),"{'addr:housenumber': '1410', 'addr:street': 'Kootenay Street', 'phone': '+1-604-874-8510'}",2018-06-20T15:13:08.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section)', 'house_number': '1410', 'road': 'Kootenay Street', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",7527.481026766908
49.27326697530864,-122.92522296827521,"{'road': 'Gaglardi Way', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4W2', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.223681400000004,-122.98795679999999,Royal Canadian Legion - Branch 83 (South Burnaby),"{'addr:housenumber': '5289', 'addr:street': 'Grimmer Street', 'phone': '+1-604-568-2911'}",2019-09-18T05:09:23.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 83 (South Burnaby)', 'house_number': '5289', 'road': 'Grimmer Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5J 4R9', 'country': 'Canada', 'country_code': 'ca'}",7150.918565304158
49.27326697530864,-122.92522296827521,"{'road': 'Gaglardi Way', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4W2', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.2724109,-123.0270159,Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section),"{'addr:housenumber': '1410', 'addr:street': 'Kootenay Street', 'phone': '+1-604-874-8510'}",2018-06-20T15:13:08.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section)', 'house_number': '1410', 'road': 'Kootenay Street', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",7385.688961976052
49.269721296296304,-122.92540174414171,"{'road': 'Gaglardi Way', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 0C2', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.223681400000004,-122.98795679999999,Royal Canadian Legion - Branch 83 (South Burnaby),"{'addr:housenumber': '5289', 'addr:street': 'Grimmer Street', 'phone': '+1-604-568-2911'}",2019-09-18T05:09:23.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 83 (South Burnaby)', 'house_number': '5289', 'road': 'Grimmer Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5J 4R9', 'country': 'Canada', 'country_code': 'ca'}",6843.018119924548
49.269721296296304,-122.92540174414171,"{'road': 'Gaglardi Way', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 0C2', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.2724109,-123.0270159,Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section),"{'addr:housenumber': '1410', 'addr:street': 'Kootenay Street', 'phone': '+1-604-874-8510'}",2018-06-20T15:13:08.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section)', 'house_number': '1410', 'road': 'Kootenay Street', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",7378.4338532687025
49.26617561728396,-122.9240126167424,"{'leisure': 'Field 2000', 'road': 'Forest Grove Drive', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4W2', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.223681400000004,-122.98795679999999,Royal Canadian Legion - Branch 83 (South Burnaby),"{'addr:housenumber': '5289', 'addr:street': 'Grimmer Street', 'phone': '+1-604-568-2911'}",2019-09-18T05:09:23.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 83 (South Burnaby)', 'house_number': '5289', 'road': 'Grimmer Street', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5J 4R9', 'country': 'Canada', 'country_code': 'ca'}",6623.671263495413
49.26617561728396,-122.9240126167424,"{'leisure': 'Field 2000', 'road': 'Forest Grove Drive', 'city': 'Burnaby', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5A 4W2', 'country': 'Canada', 'country_code': 'ca'}",Burnaby,social_centre,49.2724109,-123.0270159,Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section),"{'addr:housenumber': '1410', 'addr:street': 'Kootenay Street', 'phone': '+1-604-874-8510'}",2018-06-20T15:13:08.000-07:00,"{'amenity': 'Royal Canadian Legion - Branch 44 (Vancouver Tuberculous Veterans’ Section)', 'house_number': '1410', 'road': 'Kootenay Street', 'city_district': 'Hastings-Sunrise', 'city': 'Vancouver', 'municipality': 'District of North Vancouver', 'county': 'Metro Vancouver Regional District', 'state': 'British Columbia', 'postcode': 'V5K', 'country': 'Canada', 'country_code': 'ca'}",7505.515890636333
