amenity,lat,lon,name,tags,timestamp
telephone,49.2679128,-123.14726370000001,,{'source': 'survey'},2013-06-05T21:07:37.000-07:00
telephone,49.283055600000004,-123.1182683,,{'operator': 'Freedom mobile'},2017-02-08T15:08:17.000-08:00
telephone,49.007965500000005,-123.13047959999999,,{'operator': 'Telus'},2019-02-04T00:35:50.000-08:00
telephone,49.008305,-123.13002730000001,,"{'indoor': 'yes', 'operator': 'Telus'}",2019-02-04T00:35:48.000-08:00
telephone,49.255129100000005,-123.0039852,,{'operator': 'Telus'},2013-04-14T03:19:43.000-07:00
telephone,49.2216289,-122.9457915,,{'operator': 'Telus'},2012-03-17T06:52:37.000-07:00
telephone,49.2346432,-123.1855867,,{'operator': 'Telus'},2012-03-17T04:47:29.000-07:00
telephone,49.197364,-123.175872,,{'capacity': '7'},2011-04-27T23:43:29.000-07:00
telephone,49.337621999999996,-122.8579508,,{},2009-09-06T22:34:30.000-07:00
telephone,49.28058,-122.98112520000001,,{},2009-09-03T19:03:16.000-07:00
telephone,49.2127365,-122.91998400000001,,{},2012-04-11T05:48:44.000-07:00
telephone,49.4335119,-123.474197,,{},2018-09-14T03:58:02.000-07:00
telephone,49.197238,-123.175149,,{},2011-04-27T23:36:40.000-07:00
telephone,49.198586,-123.181075,,{},2011-04-27T23:13:41.000-07:00
telephone,49.1976102,-123.1743131,,{},2012-11-17T03:14:12.000-08:00
telephone,49.0549309,-122.3176674,,"{'operator': 'Telus', 'fee': 'yes'}",2015-07-05T21:11:24.000-07:00
telephone,49.2079533,-122.6174149,,{},2015-04-24T05:52:23.000-07:00
telephone,49.1969477,-123.1763515,,{},2012-11-17T03:14:13.000-08:00
telephone,49.0551552,-122.31628020000001,,"{'operator': 'Telus', 'fee': 'yes'}",2015-07-05T21:17:05.000-07:00
telephone,49.3201458,-123.0721717,,{},2012-12-31T00:58:56.000-08:00
telephone,49.2135689,-122.9206528,,{'operator': 'Telus'},2010-10-23T17:08:43.000-07:00
telephone,49.273657299999996,-123.0979745,,{},2016-01-10T21:46:15.000-08:00
telephone,49.257983,-123.17789509999999,,{'operator': 'Telus'},2010-02-22T23:54:14.000-08:00
telephone,49.2643525,-123.179627,,{},2010-02-22T23:54:14.000-08:00
telephone,49.2542373,-123.00096129999999,TDD Phone,{'note': 'Telephone Device for the Deaf'},2010-08-22T05:34:58.000-07:00
telephone,49.140083000000004,-122.3093223,,"{'indoor': 'no', 'phone': '+1-604-820-9972', 'operator': 'Telus', 'fee': 'yes', 'booth': 'no'}",2019-07-17T18:32:17.000-07:00
telephone,49.3489065,-122.61561329999999,,{},2009-09-30T22:05:08.000-07:00
telephone,49.227027500000005,-123.1392527,,{'operator': 'Telus'},2012-04-05T04:59:25.000-07:00
telephone,49.2453001,-122.95890790000001,,{'fee': 'yes'},2019-10-14T19:26:48.000-07:00
telephone,49.37934179999999,-123.33379850000001,,"{'operator': 'Telus', 'fee': 'yes'}",2020-05-21T08:02:14.000-07:00
telephone,49.380303000000005,-123.3453844,,"{'operator': 'Telus', 'fee': 'yes'}",2020-05-21T08:02:14.000-07:00
telephone,49.090344200000004,-123.0644672,,"{'operator': 'Telus', 'fee': 'yes'}",2019-08-02T01:58:22.000-07:00
telephone,49.234671899999995,-123.184721,,{'operator': 'Telus'},2012-04-05T05:50:35.000-07:00
telephone,49.0091985,-123.12881110000001,,"{'operator': 'Telus', 'fee': 'yes'}",2019-02-04T00:35:52.000-08:00
telephone,49.16595529999999,-122.8905117,,{'operator': 'Bell'},2012-04-29T09:53:10.000-07:00
telephone,49.0484206,-122.3124412,,{'operator': 'Telus'},2016-12-11T18:14:44.000-08:00
telephone,49.1948118,-123.1769922,,{},2017-06-16T15:37:34.000-07:00
telephone,49.3103064,-123.08162959999999,,{},2016-09-05T01:33:54.000-07:00
telephone,49.2630097,-123.108622,,{},2012-03-31T20:47:47.000-07:00
telephone,49.2753143,-122.79879040000002,,{},2016-10-11T04:06:59.000-07:00
telephone,49.198019099999996,-123.17379879999999,,{},2017-06-26T21:23:13.000-07:00
telephone,49.124600799999996,-123.18589109999998,,{},2012-08-26T20:34:08.000-07:00
telephone,49.048427200000006,-122.31243119999999,,{'operator': 'Telus'},2016-12-11T18:14:43.000-08:00
telephone,49.2605903,-123.0336471,,{},2016-09-08T20:48:17.000-07:00
telephone,49.2726865,-123.15492379999999,,{},2010-03-04T06:58:15.000-08:00
telephone,49.2431909,-123.18830430000001,,{},2010-03-28T11:09:24.000-07:00
telephone,49.2658554,-123.24953390000002,,{},2015-04-30T05:57:27.000-07:00
telephone,49.2633706,-123.25459109999998,,{},2010-05-11T04:06:28.000-07:00
telephone,49.218984000000006,-123.21368340000001,,{'created_by': 'JOSM'},2008-07-06T22:18:26.000-07:00
telephone,49.1956284,-123.17424380000001,,{},2017-07-12T20:49:31.000-07:00
telephone,49.1940799,-123.18052730000001,,{},2016-09-05T18:18:26.000-07:00
telephone,49.1954061,-123.17657040000002,,{},2016-09-05T17:55:03.000-07:00
telephone,49.050009700000004,-122.31343729999999,,"{'payment:telephone_cards': 'yes', 'payment:notes': 'no', 'payment:coins': 'yes', 'operator': 'Bell Canada'}",2016-10-06T07:23:45.000-07:00
telephone,49.196205299999995,-123.1769953,,{'operator': 'telus'},2017-03-23T18:35:08.000-07:00
telephone,49.195547999999995,-123.17424309999998,,{},2017-07-12T20:49:30.000-07:00
telephone,49.2193008,-122.9277922,,{'operator': 'Telus'},2013-10-04T17:14:46.000-07:00
telephone,49.2659797,-123.253973,,{'operator': 'Telus'},2011-04-06T23:58:43.000-07:00
telephone,49.2659147,-123.2539132,,{'operator': 'Telus'},2011-04-06T23:58:43.000-07:00
telephone,49.002664700000004,-122.2654606,,{'covered': 'yes'},2017-04-30T03:38:31.000-07:00
telephone,49.0500011,-122.3134372,,"{'payment:telephone_cards': 'yes', 'payment:notes': 'no', 'payment:coins': 'yes', 'operator': 'Bell Canada'}",2016-10-06T07:23:46.000-07:00
telephone,49.26422410000001,-123.18506599999999,,{'operator': 'Telus'},2012-04-19T07:20:04.000-07:00
telephone,49.0026727,-122.26546100000002,,{'covered': 'yes'},2017-04-30T03:38:30.000-07:00
telephone,49.19473120000001,-123.1760554,,{},2017-03-23T18:34:49.000-07:00
telephone,49.075242700000004,-122.81556450000001,,{},2016-12-28T08:41:13.000-08:00
telephone,49.4500036,-123.43913500000001,,{},2017-04-01T20:41:19.000-07:00
telephone,49.0069144,-123.1301229,,{},2017-08-15T01:07:48.000-07:00
telephone,49.4330906,-123.47217320000001,,{},2016-06-05T05:13:40.000-07:00
telephone,49.280255600000004,-122.92889380000001,,{},2009-03-26T04:52:17.000-07:00
